DATE,DEXUSUK
2019-04-26,1.2940800000000000
2019-05-03,1.3043200000000000
2019-05-10,1.3041600000000000
2019-05-17,1.2857200000000000
2019-05-24,1.2701000000000000
2019-05-31,1.2634500000000000
2019-06-07,1.2691000000000000
2019-06-14,1.2676000000000000
2019-06-21,1.2628600000000000
2019-06-28,1.2704800000000000
2019-07-05,1.2579250000000000
2019-07-12,1.2515000000000000
2019-07-19,1.2472600000000000
2019-07-26,1.2456000000000000
2019-08-02,1.2176200000000000
2019-08-09,1.2139000000000000
2019-08-16,1.2093800000000000
2019-08-23,1.2188800000000000
2019-08-30,1.2226200000000000
2019-09-06,1.22280000000000000000
2019-09-13,1.2374200000000000
2019-09-20,1.2472800000000000
2019-09-27,1.2384200000000000
2019-10-04,1.2311800000000000
2019-10-11,1.2361600000000000
2019-10-18,1.2837000000000000
2019-10-25,1.2892000000000000
2019-11-01,1.2905200000000000
2019-11-08,1.2853400000000000
2019-11-15,1.2868750000000000
2019-11-22,1.2910600000000000
2019-11-29,1.2888750000000000
2019-12-06,1.3065000000000000
2019-12-13,1.3198600000000000
2019-12-20,1.3118800000000000
2019-12-27,1.2992250000000000
2020-01-03,1.3157000000000000
2020-01-10,1.3105800000000000
2020-01-17,1.3027200000000000
2020-01-24,1.3089500000000000
2020-01-31,1.3072600000000000
2020-02-07,1.2975600000000000
2020-02-14,1.2986400000000000
2020-02-21,1.2948500000000000
2020-02-28,1.2900400000000000
2020-03-06,1.2880600000000000
2020-03-13,1.2773400000000000
2020-03-20,1.18920000000000000000
2020-03-27,1.19078000000000000000
2020-04-03,1.2369600000000000
2020-04-10,1.2395600000000000
2020-04-17,1.2518800000000000
2020-04-24,1.2353800000000000
2020-05-01,1.2479800000000000
2020-05-08,1.2402200000000000
2020-05-15,1.2235400000000000
2020-05-22,1.2225600000000000
2020-05-29,1.23032500000000000000
2020-06-05,1.2582800000000000
2020-06-12,1.2670000000000000
2020-06-19,1.2489400000000000
2020-06-26,1.2430600000000000
2020-07-03,1.23977500000000000000
2020-07-10,1.2583000000000000
2020-07-17,1.2583400000000000
2020-07-24,1.2734600000000000
2020-07-31,1.2995800000000000
2020-08-07,1.3088600000000000
2020-08-14,1.3079200000000000
2020-08-21,1.3162400000000000
2020-08-28,1.3194000000000000
2020-09-04,1.3319800000000000
2020-09-11,1.2921000000000000
2020-09-18,1.2925400000000000
2020-09-25,1.2743000000000000
2020-10-02,1.2892400000000000
2020-10-09,1.2955600000000000
2020-10-16,1.2959750000000000
2020-10-23,1.3044200000000000
2020-10-30,1.2981600000000000
2020-11-06,1.3050600000000000
2020-11-13,1.3172250000000000
2020-11-20,1.3252400000000000
2020-11-27,1.3342666666666667
2020-12-04,1.3411800000000000
2020-12-11,1.3318600000000000
2020-12-18,1.3473400000000000
2020-12-25,1.3404333333333333
2021-01-01,1.3556500000000000
2021-01-08,1.3579600000000000
2021-01-15,1.3615800000000000
2021-01-22,1.3677666666666667
2021-01-29,1.3707000000000000
2021-02-05,1.3669400000000000
2021-02-12,1.3812200000000000
2021-02-19,1.3934750000000000
2021-02-26,1.4065400000000000
2021-03-05,1.3938800000000000
2021-03-12,1.3899600000000000
2021-03-19,1.3891200000000000
2021-03-26,1.3778000000000000
2021-04-02,1.3793400000000000
2021-04-09,1.3797200000000000
2021-04-16,1.3776000000000000
2021-04-23,1.3912800000000000
2021-04-30,1.3901800000000000
2021-05-07,1.3915800000000000
2021-05-14,1.4102400000000000
2021-05-21,1.4164000000000000
2021-05-28,1.4151800000000000
2021-06-04,1.4154750000000000
2021-06-11,1.4145600000000000
2021-06-18,1.4006400000000000
2021-06-25,1.3923800000000000
2021-07-02,1.3824200000000000
2021-07-09,1.3798250000000000
2021-07-16,1.3844200000000000
2021-07-23,1.3699800000000000
2021-07-30,1.3895200000000000
2021-08-06,1.3901000000000000
2021-08-13,1.3849600000000000
2021-08-20,1.3727000000000000
2021-08-27,1.3727400000000000
2021-09-03,1.3796400000000000
2021-09-10,1.3813750000000000
2021-09-17,1.3813800000000000
2021-09-24,1.3682800000000000
2021-10-01,1.3546000000000000
2021-10-08,1.3615000000000000
2021-10-15,1.3672500000000000
2021-10-22,1.3781400000000000
2021-10-29,1.3754800000000000
2021-11-05,1.3587000000000000
2021-11-12,1.3499000000000000
2021-11-19,1.3464800000000000
2021-11-26,1.3363500000000000
2021-12-03,1.3278000000000000
2021-12-10,1.3234800000000000
2021-12-17,1.3253200000000000
2021-12-24,1.3307500000000000
2021-12-31,1.3461250000000000
2022-01-07,1.3541600000000000
2022-01-14,1.3656200000000000
2022-01-21,1.3604250000000000
2022-01-28,1.3452000000000000
2022-02-04,1.3530800000000000
2022-02-11,1.3572400000000000
2022-02-18,1.3569800000000000
2022-02-25,1.3479750000000000
2022-03-04,1.3328400000000000
2022-03-11,1.3109400000000000
2022-03-18,1.3106600000000000
2022-03-25,1.3209400000000000
2022-04-01,1.3126200000000000
2022-04-08,1.3078200000000000
2022-04-15,1.3050800000000000
2022-04-22,1.2994600000000000
2022-04-29,1.2574000000000000
2022-05-06,1.2439600000000000
2022-05-13,1.2281000000000000
2022-05-20,1.2426000000000000
2022-05-27,1.2569800000000000
2022-06-03,1.2537250000000000
2022-06-10,1.2507200000000000
2022-06-17,1.2156000000000000
2022-06-24,1.22675000000000000000
2022-07-01,1.2173200000000000
2022-07-08,1.19672500000000000000
2022-07-15,1.18830000000000000000
2022-07-22,1.19974000000000000000
2022-07-29,1.2082800000000000
2022-08-05,1.2166000000000000
2022-08-12,1.2158800000000000
2022-08-19,1.19980000000000000000
2022-08-26,1.17958000000000000000
2022-09-02,1.16278000000000000000
2022-09-09,1.15277500000000000000
